id,dim1,dim2,cid
90,2.2787,8.5969,0
91,1.8187,9.1825,0
92,2.2617,8.942,0
93,1.9408,8.8933,0
94,2.2627,7.6312,0
95,2.252,8.3745,0
96,1.8953,8.0496,0
97,2.0659,8.6348,0
98,1.6385,10.1772,0
99,2.0856,9.1877,0
100,1.8956,7.8657,0
101,1.9339,9.0702,0
102,2.1812,8.5717,0
103,2.2363,8.7754,0
104,2.5411,8.3402,0
105,2.2626,8.7653,0
106,1.8413,8.4607,0
107,2.1818,9.8123,0
108,1.8802,7.8282,0
109,1.994,8.7141,0
110,1.9333,8.526,0
111,2.8246,9.2441,0
112,1.9387,8.7325,0
113,1.9884,9.6649,0
114,1.7526,9.0354,0
115,1.5326,9.1375,0
116,2.1179,8.523,0
117,1.8309,8.8615,0
118,2.666,8.5108,0
119,1.5282,8.9548,0
120,2.3854,8.5158,0
121,2.6879,9.3294,0
122,1.3862,8.2391,0
123,1.6114,9.2991,0
124,2.1287,8.1764,0
125,1.6452,8.9312,0
126,1.6382,8.5349,0
127,1.6025,9.662,0
128,2.1511,8.5969,0
129,1.9925,9.2535,0
130,1.7313,9.3018,0
131,2.1551,9.4363,0
132,1.8344,8.6672,0
133,2.3142,8.4555,0
134,1.9648,8.304,0
135,1.8923,7.9999,0
136,1.8467,9.3038,0
137,2.0802,8.667,0
138,1.9333,8.7993,0
139,1.3956,9.3691,0
140,1.6691,8.5327,0
141,1.8994,8.1354,0
142,1.7919,9.4793,0
143,2.0042,8.1565,0
144,2.1644,8.5088,0
145,2.1478,9.6568,0
146,2.2866,8.7386,0
147,1.6283,8.6026,0
148,2.2664,8.3274,0
149,2.1235,9.0841,0
150,1.3162,9.3346,0
151,3.8269,8.5119,2
152,3.6466,9.6658,2
153,3.5646,8.2318,2
154,3.9648,7.9713,2
155,4.1001,9.142,2
156,3.9085,8.0268,2
157,3.6836,9.4301,2
158,3.3332,8.9874,2
159,3.8381,7.1385,2
160,3.9603,7.8632,2
161,3.7487,9.2294,2
162,3.7389,8.6198,2
163,3.9839,8.0707,2
164,3.7411,8.5094,2
165,3.7567,9.4553,2
166,3.8151,7.7715,2
167,4.1777,8.8121,2
168,3.8343,8.6491,2
169,3.8882,7.8426,2
170,3.6474,7.5888,2
171,4.0124,7.731,2
172,4.2381,8.705,2
173,3.6997,9.3655,2
174,3.6981,8.652,2
175,3.8636,8.8238,2
176,3.8635,7.5849,2
177,3.8372,9.778,2
178,4.0667,9.3119,2
179,3.9468,8.5188,2
180,4.0107,8.8463,2
181,3.7101,10.08,2
182,3.4816,10.1863,2
183,4.0905,7.8985,2
184,3.5831,8.8868,2
185,3.8107,9.5629,2
186,3.7121,10.5411,2
187,3.7986,8.2594,2
188,3.7142,9.2885,2
189,4.1371,9.4264,2
190,3.9485,8.2409,2
191,3.8426,8.9029,2
192,4.1539,8.2282,2
193,3.4636,9.4779,2
194,3.8723,7.981,2
195,3.7048,9.5019,2
196,3.7422,9.6754,2
197,4.1358,9.7151,2
198,3.6515,7.872,2
199,3.4983,8.8497,2
200,3.6867,7.1469,2
201,3.9512,8.3097,2
202,3.7181,8.5532,2
203,3.8471,9.3882,2
204,3.7094,8.6572,2
205,3.5941,9.0483,2
206,3.8714,9.1456,2
207,3.8855,8.4739,2
208,3.7744,8.3726,2
209,3.4094,9.0921,2
210,3.7905,9.2914,2
211,3.6012,8.9731,2
212,3.8946,9.3166,2
213,4.0074,8.709,2
214,3.7573,8.4119,2
215,3.6293,8.0472,2
216,4.0167,8.7009,2
217,3.4192,8.3178,2
218,4.3386,8.3503,2
219,3.7099,8.0933,2
220,3.6262,7.9572,2
221,4.0156,7.7637,2
222,3.4988,7.6269,2
223,3.6991,7.6416,2
224,3.4715,7.9449,2
225,3.9523,8.9627,2
226,4.148,10.3708,2
227,3.2622,8.2211,2
228,3.7462,9.8838,2
229,4.1728,8.2573,2
230,4.2379,8.5077,2
231,3.9868,8.1102,2
232,4.3212,8.7925,2
233,3.868,8.9806,2
234,4.1102,10.0369,2
235,3.954,8.5578,2
236,4.0519,8.5603,2
237,4.5164,7.9947,2
238,4.5902,9.2322,2
239,3.8578,8.2969,2
240,4.207,7.2557,2
241,4.0677,8.6393,2
242,4.0248,9.4236,2
243,3.7567,7.3182,2
244,4.0914,7.8001,2
245,4.1549,10.1641,2
246,3.7021,7.665,2
247,3.8462,9.5316,2
248,4.4034,7.0982,2
249,4.0478,8.9238,2
250,4.4487,8.1055,2
251,3.6345,9.1857,2
252,3.9289,8.4737,2
253,3.961,8.0325,2
254,4.2311,8.7249,2
255,3.756,8.0684,2
256,4.2308,8.448,2
257,4.0974,8.3769,2
258,4.0008,8.1607,2
259,4.2699,9.5232,2
260,4.7067,8.7523,2
261,4.2821,9.5736,2
262,4.0634,8.8294,2
263,4.6369,8.8251,2
264,4.3501,8.8033,2
265,3.5999,8.4933,2
266,4.1743,8.7384,2
267,4.1137,8.3904,2
268,3.59,8.7262,2
269,4.0897,9.1112,2
270,3.953,8.4421,2
271,3.8988,8.4267,2
272,4.8197,7.3123,2
273,4.0587,8.9532,2
274,4.2067,8.5799,2
275,3.2325,8.9999,2
276,4.2817,8.7517,2
277,3.9772,9.1909,2
278,3.7931,8.4355,2
279,3.6292,9.4031,2
280,4.0193,9.5512,2
281,3.4184,8.5981,2
282,3.9602,7.7645,2
283,3.9027,8.8446,2
284,4.1248,8.4392,2
285,3.7571,8.7125,2
286,5.0462,8.3887,2
287,4.2582,8.9756,2
288,4.4131,8.4114,2
289,3.8622,8.7967,2
290,3.9436,7.1758,2
291,3.4064,8.7509,2
292,3.9053,7.7384,2
293,4.2335,8.8016,2
294,4.5283,8.6544,2
295,3.9144,7.7055,2
296,3.8066,8.69,2
297,4.0403,9.8557,2
298,3.8785,9.3454,2
299,3.81,8.0749,2
300,3.7837,9.605,2
301,2.4989,2.3971,1
302,2.2998,2.7139,1
303,4.2408,2.7082,1
304,4.2354,2.416,1
305,3.887,1.5749,1
306,2.6348,2.6471,1
307,3.932,2.3424,1
308,3.5126,2.4171,1
309,2.4929,1.7508,1
310,4.0141,1.8111,1
311,2.8211,1.7838,1
312,2.767,2.0914,1
313,3.341,2.6373,1
314,2.7506,2.7994,1
315,1.6423,2.1026,1
316,3.5327,2.5956,1
317,2.7504,2.6096,1
318,2.7778,2.0961,1
319,3.3907,3.0927,1
320,1.545,2.0607,1
321,2.5923,2.6428,1
322,1.8894,1.0948,1
323,2.4616,2.1052,1
324,2.4773,1.668,1
325,2.5629,2.6353,1
326,3.5745,2.8617,1
327,2.6732,2.269,1
328,3.5655,2.785,1
329,3.1751,2.2869,1
330,4.0004,1.45,1
331,4.4731,1.8137,1
332,2.7459,2.9176,1
333,2.1687,2.4351,1
334,1.8142,2.7247,1
335,3.082,2.4679,1
336,4.6111,1.6096,1
337,3.9787,2.7964,1
338,3.1046,3.0561,1
339,2.5099,3.1686,1
340,2.4269,1.9845,1
341,2.6434,2.7165,1
342,2.9035,2.4327,1
343,4.3832,1.8691,1
344,2.5373,1.8625,1
345,2.2475,1.1222,1
346,3.6241,2.0604,1
347,3.5853,1.5002,1
348,2.6979,2.334,1
349,2.5832,2.3583,1
350,2.568,1.823,1
351,4.1219,2.6947,1
352,2.0736,2.1607,1
353,2.371,0.683,1
354,3.1862,1.5261,1
355,3.7842,1.876,1
356,2.3305,2.1164,1
357,2.9794,1.6435,1
358,3.8089,3.2065,1
359,2.2984,2.2107,1
360,1.7849,2.0765,1
361,3.0106,2.5764,1
362,2.753,3.3848,1
363,3.502,2.2133,1
364,4.6506,1.8059,1
365,2.9941,2.441,1
366,2.9454,2.0367,1
367,2.8588,2.6354,1
368,2.9122,2.2794,1
369,3.4633,2.4923,1
370,2.0657,2.5313,1
371,3.3427,2.4231,1
372,3.0228,2.3892,1
373,2.2946,2.6021,1
374,2.9434,2.5909,1
375,3.0083,2.6843,1
376,3.8737,2.6017,1
377,2.9938,2.035,1
378,1.9433,2.2522,1
379,3.3035,2.2628,1
380,2.1628,1.4677,1
381,4.2146,2.5582,1
382,3.029,2.3377,1
383,2.2455,2.1841,1
384,2.4284,3.4316,1
385,2.4023,1.5593,1
386,2.2576,2.264,1
387,3.1776,2.3108,1
388,3.3478,2.4647,1
389,2.9698,1.8483,1
390,2.1458,2.2195,1
391,2.1927,2.2329,1
392,2.2533,1.5295,1
393,2.28,2.9791,1
394,3.3916,2.8444,1
395,2.875,1.9358,1
396,2.1473,2.6952,1
397,4.4851,2.513,1
398,3.7376,2.0578,1
399,3.1058,2.0593,1
400,3.2892,2.3385,1
401,4.7132,2.3446,1
402,4.389,1.7645,1
403,4.2732,1.9346,1
404,4.0899,2.1894,1
405,3.2964,2.2696,1
406,3.8814,1.676,1
407,4.6938,2.1257,1
408,3.8224,2.7553,1
409,4.2817,1.9618,1
410,2.8764,2.4659,1
411,4.9576,2.7039,1
412,3.1953,3.0905,1
413,4.5227,2.2523,1
414,3.9151,2.7953,1
415,3.6637,2.7422,1
416,4.7126,2.1272,1
417,3.7169,2.2297,1
418,4.3158,1.3962,1
419,4.3123,1.7623,1
420,3.1689,2.4078,1
421,3.8656,1.9915,1
422,3.5717,2.6693,1
423,3.2673,2.0592,1
424,4.8433,3.0183,1
425,4.2416,2.5406,1
426,4.6945,1.8162,1
427,3.2832,2.1036,1
428,4.1507,2.5427,1
429,4.3379,1.9613,1
430,5.2491,2.4986,1
431,4.3131,1.7962,1
432,4.2584,3.6261,1
433,5.0243,2.2177,1
434,4.2956,2.6584,1
435,4.4667,2.7283,1
436,3.8857,1.9139,1
437,4.0543,0.6967,1
438,3.7756,1.7642,1
439,5.0945,1.5397,1
440,4.0481,2.1341,1
441,4.2296,2.1767,1
442,4.629,2.2399,1
443,4.3853,2.1325,1
444,3.6604,2.1745,1
445,4.883,2.3309,1
446,4.0545,2.0313,1
447,4.0279,2.4925,1
448,4.104,2.7328,1
449,3.7985,2.3201,1
450,4.316,2.7781,1
